categoryName|level|german|english
Office & Business|B1|der Umsatz|turnover
Office & Business|B1|der Aufwand|effort
Office & Business|B1|die Prioritaet|priority
Office & Business|B1|koordinieren|to coordinate
Office & Business|B1|die Entscheidung|decision
Office & Business|B1|die Ruecksprache|consultation
Office & Business|B1|die Zielsetzung|goal setting
Banking & Finance|A1|die Bankkarte|bank card
Banking & Finance|A1|das Konto|account
Banking & Finance|A1|das Bargeld|cash
Banking & Finance|A1|die Muenze|coin
Banking & Finance|A1|der Schein|banknote
Banking & Finance|A1|sparen|to save
Banking & Finance|A1|abheben|to withdraw
Banking & Finance|A1|einzahlen|to deposit
Banking & Finance|A1|der Geldautomat|ATM
Banking & Finance|A1|die Quittung|receipt
Banking & Finance|A1|guenstig|affordable
Banking & Finance|A1|kosten|to cost
Banking & Finance|A1|leihen|to lend
Banking & Finance|A1|schulden|to owe
Banking & Finance|A1|der Betrag|amount
Banking & Finance|A1|die Kreditkarte|credit card
Banking & Finance|A1|das Portemonnaie|wallet
Banking & Finance|A1|bar zahlen|to pay in cash
Banking & Finance|A1|das Wechselgeld|change
Banking & Finance|A1|der Sparschwein|piggy bank
Banking & Finance|A2|ueberweisen|to transfer
Banking & Finance|A2|die Ueberweisung|bank transfer
Banking & Finance|A2|die Rechnungssumme|invoice total
Banking & Finance|A2|der Kontostand|account balance
Banking & Finance|A2|das Budget|budget
Banking & Finance|A2|die Ausgabenliste|expense list
Banking & Finance|A2|die Einnahme|income
Banking & Finance|A2|die Versicherung|insurance
Banking & Finance|A2|versichern|to insure
Banking & Finance|A2|der Kredit|loan
Banking & Finance|A2|die Zinsen|interest
Banking & Finance|A2|die Schuldenfalle|debt trap
Banking & Finance|A2|investieren|to invest
Banking & Finance|A2|die Steuer|tax
Banking & Finance|A2|steuerfrei|tax-free
Banking & Finance|B1|der Finanzplan|financial plan
Banking & Finance|B1|die Ersparnis|savings
Banking & Finance|B1|wirtschaftlich|economical
Banking & Finance|B1|die Inflation|inflation
Banking & Finance|B1|der Wechselkurs|exchange rate
Banking & Finance|B1|der Anspruch|claim
Banking & Finance|B1|sich leisten|to afford
Banking & Finance|B1|die Rate|installment
Banking & Finance|B1|die Abbuchung|debit
Banking & Finance|B1|der Dauerauftrag|standing order
Banking & Finance|B1|der Gewinn|profit
Banking & Finance|B1|der Verlust|loss
Banking & Finance|B1|das Vermoegen|assets
Banking & Finance|B1|die Haftpflicht|liability insurance
Banking & Finance|B1|die Altersvorsorge|retirement provision
Government & Society|A1|das Land|country
Government & Society|A1|der Staat|state
Government & Society|A1|die Politik|politics
Government & Society|A1|waehlen|to vote
Government & Society|A1|der Buerger|citizen
Government & Society|A1|die Buergerin|female citizen
Government & Society|A1|die Gemeinde|municipality
Government & Society|A1|der Minister|minister
Government & Society|A1|die Ministerin|female minister
Government & Society|A1|die Flagge|flag
Government & Society|A1|die Hauptstadt|capital city
Government & Society|A1|die Nation|nation
Government & Society|A1|das Parlament|parliament
Government & Society|A1|die Behoerde|authority
Government & Society|A1|das Amt|office
Government & Society|A1|die Abstimmung|vote
Government & Society|A1|die Demokratie|democracy
Government & Society|A1|die Gesellschaft|society
Government & Society|A1|die Regel|rule
Government & Society|A1|das Viertel|district
Government & Society|A2|die Verfassung|constitution
Government & Society|A2|die Mehrheit|majority
Government & Society|A2|die Minderheit|minority
Government & Society|A2|der Antrag|application
Government & Society|A2|die Genehmigung|approval
Government & Society|A2|ablehnen|to reject
Government & Society|A2|zustimmen|to agree
Government & Society|A2|der Ausweis|identity card
Government & Society|A2|die Staatsbuergerschaft|citizenship
Government & Society|A2|sozial|social
Government & Society|A2|die Versammlung|assembly
Government & Society|A2|die Partei|party
Government & Society|A2|die Kampagne|campaign
Government & Society|A2|die Oeffentlichkeit|public sphere
Government & Society|A2|der Beschluss|decision resolution
Government & Society|B1|der Fortschritt|progress
Government & Society|B1|die Gerechtigkeit|justice
Government & Society|B1|die Beteiligung|participation
Government & Society|B1|gesellschaftlich|societal
Government & Society|B1|die Integration|integration
Government & Society|B1|der Zusammenhalt|cohesion
Government & Society|B1|politisch|political
Government & Society|B1|vertreten|to represent
Government & Society|B1|die Entscheidungstraeger|decision makers
Government & Society|B1|der Einfluss|influence
Government & Society|B1|die Chancengleichheit|equal opportunity
Government & Society|B1|die Reform|reform
Government & Society|B1|die Lebensqualitaet|quality of life
Government & Society|B1|die Mitbestimmung|co-determination
Government & Society|B1|der Sozialstaat|welfare state
Law & Safety|A1|die Polizei|police
Law & Safety|A1|der Polizist|policeman
Law & Safety|A1|die Polizistin|policewoman
Law & Safety|A1|die Feuerwehr|fire brigade
Law & Safety|A1|der Notruf|emergency call
Law & Safety|A1|im Notfall helfen|to help in an emergency
Law & Safety|A1|der Unfall|accident
Law & Safety|A1|vorsichtig|careful
Law & Safety|A1|gefaehrlich|dangerous
Law & Safety|A1|die Gefahr|danger
Law & Safety|A1|stoppen|to stop
Law & Safety|A1|kontrollieren|to check
Law & Safety|A1|verbieten|to forbid
Law & Safety|A1|erlauben|to allow
Law & Safety|A1|die Regelung|regulation
Law & Safety|A1|der Schutzhelm|protective helmet
Law & Safety|A1|der Rauchmelder|smoke detector
Law & Safety|A1|die Warnung|warning
Law & Safety|A1|retten|to rescue
Law & Safety|A1|absperren|to cordon off
Law & Safety|A2|die Straftat|crime
Law & Safety|A2|der Diebstahl|theft
Law & Safety|A2|anzeigen|to report
Law & Safety|A2|verhaften|to arrest
Law & Safety|A2|das Verbot|prohibition
Law & Safety|A2|die Erlaubnis|permission
Law & Safety|A2|der Zeuge|witness
Law & Safety|A2|die Zeugin|female witness
Law & Safety|A2|der Sicherheitsdienst|security service
Law & Safety|A2|bewachen|to guard
Law & Safety|A2|die Kontrolle|inspection
Law & Safety|A2|das Risiko|risk
Law & Safety|A2|sicherstellen|to secure
Law & Safety|A2|fliehen|to flee
Law & Safety|A2|der Notfallplan|emergency plan
Law & Safety|B1|das Gesetz|law
Law & Safety|B1|das Gericht|court
Law & Safety|B1|der Richter|judge
Law & Safety|B1|die Richterin|female judge
Law & Safety|B1|die Anzeige erstatten|to file a report
Law & Safety|B1|die Vorschrift|rule
Law & Safety|B1|verantwortungsvoll|responsible
Law & Safety|B1|absichern|to secure
Law & Safety|B1|die Haftung|liability
Law & Safety|B1|die Notaufnahme|emergency room
Law & Safety|B1|die Einsatzkraft|emergency worker
Law & Safety|B1|der Schadensfall|damage incident
Law & Safety|B1|aufmerksam|attentive
Law & Safety|B1|die Konsequenz|consequence
Law & Safety|B1|die Rechtslage|legal situation
Environment & Recycling|A1|der Muell|trash
Environment & Recycling|A1|das Plastik|plastic
Environment & Recycling|A1|das Metall|metal
Environment & Recycling|A1|der Abfall|waste
Environment & Recycling|A1|die Natur|nature
Environment & Recycling|A1|die Erde|earth
Environment & Recycling|A1|pflanzen|to plant
Environment & Recycling|A1|giessen|to water
Environment & Recycling|A1|sauber halten|to keep clean
Environment & Recycling|A1|recyceln|to recycle
Environment & Recycling|A1|trennen|to separate
Environment & Recycling|A1|wiederverwenden|to reuse
Environment & Recycling|A1|die Tonne|bin
Environment & Recycling|A1|der Biomuell|organic waste
Environment & Recycling|A1|das Altpapier|waste paper
Environment & Recycling|A1|die Verpackung|packaging
Environment & Recycling|A1|die Flasche|bottle
Environment & Recycling|A1|die Dose|can
Environment & Recycling|A1|Wasser sparen|to save water
Environment & Recycling|A1|die Solarlampe|solar lamp
Environment & Recycling|A2|die Umweltverschmutzung|environmental pollution
Environment & Recycling|A2|der Strom|electricity
Environment & Recycling|A2|Energie sparen|to save energy
Environment & Recycling|A2|die Solaranlage|solar system
Environment & Recycling|A2|der Windpark|wind farm
Environment & Recycling|A2|die Ressource|resource
Environment & Recycling|A2|der Rohstoff|raw material
Environment & Recycling|A2|das Klima|climate
Environment & Recycling|A2|klimafreundlich|climate-friendly
Environment & Recycling|A2|die Hitze|heat
Environment & Recycling|A2|die Trockenheit|dryness
Environment & Recycling|A2|die Ueberschwemmung|flood
Environment & Recycling|A2|kompostieren|to compost
Environment & Recycling|A2|der Wertstoffhof|recycling center
Environment & Recycling|A2|die Mehrwegflasche|returnable bottle
Environment & Recycling|B1|nachhaltig|sustainable
Environment & Recycling|B1|die Nachhaltigkeit|sustainability
Environment & Recycling|B1|die Emission|emission
Environment & Recycling|B1|die Luftverschmutzung|air pollution
Environment & Recycling|B1|der Klimawandel|climate change
Environment & Recycling|B1|schonen|to conserve
Environment & Recycling|B1|die Wiederverwertung|recycling
Environment & Recycling|B1|der Energieverbrauch|energy consumption
Environment & Recycling|B1|umweltbewusst|environmentally aware
Environment & Recycling|B1|der Naturschutz|nature conservation
Environment & Recycling|B1|die Wasserknappheit|water scarcity
Environment & Recycling|B1|reduzieren|to reduce
Environment & Recycling|B1|die Kreislaufwirtschaft|circular economy
Environment & Recycling|B1|die Belastung der Umwelt|environmental burden
Environment & Recycling|B1|die Zukunftsfaehigkeit|future viability
Farming & Garden|A1|der Garten|garden
Farming & Garden|A1|die Pflanze|plant
Farming & Garden|A1|die Erde umgraben|to dig the soil
Farming & Garden|A1|der Samen|seed
Farming & Garden|A1|das Beet|garden bed
Farming & Garden|A1|die Giesskanne|watering can
Farming & Garden|A1|der Rasen|lawn
Farming & Garden|A1|die Schaufel|shovel
Farming & Garden|A1|die Harke|rake
Farming & Garden|A1|die Ernte|harvest
Farming & Garden|A1|der Traktor|tractor
Farming & Garden|A1|der Apfelbaum|apple tree
Farming & Garden|A1|die Tomate|tomato
Farming & Garden|A1|die Gurke|cucumber
Farming & Garden|A1|die Karotte|carrot
Farming & Garden|A1|die Zwiebel|onion
Farming & Garden|A1|der Salatkopf|head of lettuce
Farming & Garden|A1|saeen|to sow
Farming & Garden|A1|pfluecken|to pick
Farming & Garden|A1|maehen|to mow
Farming & Garden|A2|duengen|to fertilize
Farming & Garden|A2|das Gewaechshaus|greenhouse
Farming & Garden|A2|der Bauernhof|farm
Farming & Garden|A2|die Scheune|barn
Farming & Garden|A2|das Feld|field
Farming & Garden|A2|ernten|to harvest
Farming & Garden|A2|der Obstgarten|orchard
Farming & Garden|A2|die Hecke|hedge
Farming & Garden|A2|der Zaun|fence
Farming & Garden|A2|der Kompost|compost
Farming & Garden|A2|die Biene|bee
Farming & Garden|A2|der Regenwurm|earthworm
Farming & Garden|A2|der Hofladen|farm shop
Farming & Garden|A2|die Saisonarbeit|seasonal work
Farming & Garden|A2|der Anbau|cultivation
Farming & Garden|B1|landwirtschaftlich|agricultural
Farming & Garden|B1|bewirtschaften|to farm
Farming & Garden|B1|die Bewaesserung|irrigation
Farming & Garden|B1|der Ackerboden|arable soil
Farming & Garden|B1|die Fruchtbarkeit|fertility
Farming & Garden|B1|die Saat|sowing
Farming & Garden|B1|die Erntemaschine|harvester
Farming & Garden|B1|der Viehstall|livestock shed
Farming & Garden|B1|die Genossenschaft|cooperative
Farming & Garden|B1|regional|regional
Farming & Garden|B1|saisonabhaengig|seasonal
Farming & Garden|B1|die Vermarktung|marketing
Farming & Garden|B1|die Pflanzenpflege|plant care
Farming & Garden|B1|der Nutzgarten|vegetable garden
Farming & Garden|B1|biologische Landwirtschaft|organic farming
Animals & Pets|A1|der Hund|dog
Animals & Pets|A1|die Katze|cat
Animals & Pets|A1|der Vogel|bird
Animals & Pets|A1|der Fisch|fish
Animals & Pets|A1|das Kaninchen|rabbit
Animals & Pets|A1|das Pferd|horse
Animals & Pets|A1|der Hamster|hamster
Animals & Pets|A1|die Schildkroete|tortoise
Animals & Pets|A1|der Papagei|parrot
Animals & Pets|A1|fuettern|to feed
Animals & Pets|A1|streicheln|to pet
Animals & Pets|A1|bellen|to bark
Animals & Pets|A1|miauen|to meow
Animals & Pets|A1|reiten|to ride
Animals & Pets|A1|der Kaefig|cage
Animals & Pets|A1|die Leine|leash
Animals & Pets|A1|der Napf|bowl
Animals & Pets|A1|das Tierheim|animal shelter
Animals & Pets|A1|der Welpe|puppy
Animals & Pets|A1|die Katze faucht|the cat hisses
Animals & Pets|A2|die Tierarztpraxis|veterinary practice
Animals & Pets|A2|impfen|to vaccinate
Animals & Pets|A2|pflegen|to care for
Animals & Pets|A2|das Fell|fur
Animals & Pets|A2|die Pfote|paw
Animals & Pets|A2|die Klaue|claw
Animals & Pets|A2|der Schnabel|beak
Animals & Pets|A2|das Gehege|enclosure
Animals & Pets|A2|die Herde|herd
Animals & Pets|A2|zahm|tame
Animals & Pets|A2|wild|wild
Animals & Pets|A2|die Zucht|breeding
Animals & Pets|A2|die Haltung von Tieren|keeping animals
Animals & Pets|A2|das Haustier|pet
Animals & Pets|A2|der Kratzer|scratch
Animals & Pets|B1|artgerecht|species-appropriate
Animals & Pets|B1|Verantwortung fuer Tiere|responsibility for animals
Animals & Pets|B1|aussetzen|to abandon
Animals & Pets|B1|aus dem Tierheim retten|to rescue from the shelter
Animals & Pets|B1|die Tierpflege|animal care
Animals & Pets|B1|das Verhalten von Tieren|animal behavior
Animals & Pets|B1|der Lebensraum|habitat
Animals & Pets|B1|bedroht|endangered
Animals & Pets|B1|die Tierart|animal species
Animals & Pets|B1|beobachten|to observe
Animals & Pets|B1|die Versorgung|care
Animals & Pets|B1|die Adoption|adoption
Animals & Pets|B1|treu|loyal
Animals & Pets|B1|scheu|shy
Animals & Pets|B1|der Tierschutz|animal protection
Celebrations & Culture|A1|der Geburtstag|birthday
Celebrations & Culture|A1|das Geschenk|gift
Celebrations & Culture|A1|feiern|to celebrate
Celebrations & Culture|A1|gratulieren|to congratulate
Celebrations & Culture|A1|die Kerze|candle
Celebrations & Culture|A1|der Feiertag|public holiday
Celebrations & Culture|A1|Weihnachten|Christmas
Celebrations & Culture|A1|Ostern|Easter
Celebrations & Culture|A1|das Neujahr|New Year
Celebrations & Culture|A1|die Tradition|tradition
Celebrations & Culture|A1|die Einladungskarte|invitation card
Celebrations & Culture|A1|die Dekoration|decoration
Celebrations & Culture|A1|schmuecken|to decorate
Celebrations & Culture|A1|der Brauch|custom
Celebrations & Culture|A1|das Feuerwerk|fireworks
Celebrations & Culture|A1|das Festival|festival
Celebrations & Culture|A1|die Parade|parade
Celebrations & Culture|A1|die Ferien|holidays
Celebrations & Culture|A1|die Feier|celebration
Celebrations & Culture|A1|der Tanzabend|dance evening
Celebrations & Culture|A2|die Zeremonie|ceremony
Celebrations & Culture|A2|die Hochzeitstorte|wedding cake
Celebrations & Culture|A2|die Verkleidung|disguise
Celebrations & Culture|A2|das Kostuem|costume
Celebrations & Culture|A2|die Silvesterparty|New Year's Eve party
Celebrations & Culture|A2|das Jubilaeum|jubilee
Celebrations & Culture|A2|anstossen|to toast
Celebrations & Culture|A2|die Feierlaune|party mood
Celebrations & Culture|A2|die Kultur|culture
Celebrations & Culture|A2|traditionell|traditional
Celebrations & Culture|A2|die Veranstaltung|event
Celebrations & Culture|A2|die Vorfreude|anticipation
Celebrations & Culture|A2|die Vorstellung|performance
Celebrations & Culture|A2|der Karneval|carnival
Celebrations & Culture|A2|die Tracht|traditional costume
Celebrations & Culture|B1|kulturell|cultural
Celebrations & Culture|B1|die Herkunft|origin
Celebrations & Culture|B1|die Feierlichkeit|festivity
Celebrations & Culture|B1|die Erinnerung|memory
Celebrations & Culture|B1|das Brauchtum|tradition
Celebrations & Culture|B1|die Zugehoerigkeit|sense of belonging
Celebrations & Culture|B1|vielseitig|diverse
Celebrations & Culture|B1|bewahren|to preserve
Celebrations & Culture|B1|weitergeben|to pass on
Celebrations & Culture|B1|die Gastfreundschaft|hospitality
Celebrations & Culture|B1|die Begegnung|encounter
Celebrations & Culture|B1|generationenuebergreifend|across generations
Celebrations & Culture|B1|der Anlass|occasion
Celebrations & Culture|B1|die Besonderheit|special feature
Celebrations & Culture|B1|die Vielfalt|diversity
